CodiProva;NomProva;CodiResultat;NomResultat;LOINC;ProvaAnulada;Sinonims;Secció;Mètode;CENTRE COST;ACTIVITAT
5513;CD4/ LIMFÒCITS T4 Rentat broncoalveolar;1;CD4 (%) BAL;40623-1;N;Limfòcits col·laboradors en BAL, Limfòcits T cooperadors;IMMUNOLOGIA;Citometria de flux;FACS;131
5514;CD8/ LIMFÒCITS T8 Rentat broncoalveolar;1;CD8 (%) BAL;40624-9;N;Limfòcits supressors en BAL, Limfòcits citotóxics en BAL;IMMUNOLOGIA;Citometria de flux;FACS;131
5831;GENOTIP HLA-B5 (HLA-B51/B52) Sang;1;HLA-B5 (HLA-B51/B52) Sang;4841-3;N;;GENÈTICA;PCR;BIOL. MOLEC. GENERAL;131
2565;pH L. peritoneal;1;pH L. peritoneal;2751-6;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;ORINA/LIQUIDOS GENERAL;130
5285;IMMUNOFENOTIP POBLACIONS MONOCITÀRIES;1;TIPUS MOSTRA I.P. MONOCITÀRIES;0;N;;CITOLOGIA HEMATOLÒGICA;Citometria de flux;CITO;130
5285;IMMUNOFENOTIP POBLACIONS MONOCITÀRIES;2;IMMF. POBLACIONS MONOCITÀRIES;0;N;;CITOLOGIA HEMATOLÒGICA;Citometria de flux;CITO;130
229RM;rAlt a 1 (Alternaria alternata) IgE sèrum;1;IgE rAlt a 1 (A. alternata);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;130
7554;CONTROL FONGS Guants;1;C. FONGS Guants;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;128
7547;CONTROL BACTERIÀ Guants;1;C. BACTERIÀ Guants;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;127
8130C;D. MOLECULAR VIRUS VARICEL·LA ZÒSTER M. biol.;1;PCR VARICEL·LA ZÒSTER M. biol.;11483-5;N;Detecció d'àcids nucleics d'herpesvirus 3;BIOLOGIA MOLECULAR;PCR;SMARTCYCLER;127
1054;pH Calota;1;pH Calota;33913-5;N;;ORINA/LÍQUIDS/SECREC.;Elèctrode selectiu;EPOCAL;125
8326;AC. IGM RICKETTSIA CONORII Sèrum;1;IGM RICKETTSIA CONORII Sèrum;0;N;;SEROLOGIA INFECCIOSA;Quimioluminiscència;VIRCLIA;125
1036C;CITRAT/CREATININA Orina esporàdica;1;CITRAT/CREATININA Orina espor.;0;N;;ORINA/LÍQUIDS/SECREC.;Enzimàticoespectrofotometria UV;BIOSYSTEMS A15;125
2531;AMILASA L. pleural;1;AMILASA L. pleural;1796-2;N;;ORINA/LÍQUIDS/SECREC.;Cinètica enzimàtica;MODULAR / COBAS INTEGRA;124
4015;BANDES OLIGOCLONALS IgG L. cefaloraquidi;1;BANDES OLIGOCLONALS IgG LCR;49852-7;N;;IMMUNOLOGIA;Isoelectroenfocament - Immunoblotting;HSP;123
4129;TRANSFERRINA DEFICIENT EN CARBOHIDRATS;1;Transferrina defic. carbohid.;48495-6;N;CDT;BIOQUÍMICA;Electroforesi capil·lar;REF;123
1092;CREATINA KINASA 2  (CKMB) Sèrum;1;CK-MB Sèrum;32673-6;N;;BIOQUÍMICA;Cinètica enzimàtica - Immunoinhibició;MODULAR / COBAS INTEGRA;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;1;ÀCID 2-HIDROXIGLUTÀRIC;29502-2;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;2;ÀCID 2-OXOGLUTÀRIC;29507-1;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;3;ÀCID 3 HIDROXIBUTÍRIC;29509-7;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;4;ÀCID 3 HIDROXIPROPIÒNIC;29515-4;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;5;ÀCID 3-HIDROXIVALÈRIC;29516-2;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;6;ÀCID 3-METILGLUTÀRIC;29518-8;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;7;ÀCID 4 HIDROXIBUTÍRI;47542-6;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;8;ÀCID ETILMALÒNIC;25099-3;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;9;ÀCID FUMÀRIC;25101-7;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;10;ÀCID GLICÈRIC;25105-8;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;11;ÀCID GLICÒLIC;25106-6;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;12;ÀCID GLUTÀRIC;25104-1;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;13;ÀCID HOMOVANÍLIC;22708-2;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;14;ÀCID LÀCTIC;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;15;ÀCID METILMALÒNIC;25116-5;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;16;ÀCID N ACETILASPÀRTIC;47710-9;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;17;ÀCID ORÒTIC;17869-9;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;18;ÀCID SUBÈRIC;25135-5;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;19;SUCCINILACETONA;25137-1;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;20;HEXANOÏLGLICINA;24438-4;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;21;TIGLILGLICINA;24444-2;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
1873;ÀCIDS ORGÀNICS Orina esporàdica;22;COMENTARI;0;N;;BIOQUÍMICA;Cromatografia de gasos-Espectrometria de masses;REF;122
3055;AC. ANTI-ILLOTS LANGERHANS Sèrum;1;AC. ILLOTS LANGERHANS Sèrum;0;N;ICA, cèl·lules d'illot autoanticossos;AUTOIMMUNITAT;Immunofluorescència indirecta;REF;122
3055;AC. ANTI-ILLOTS LANGERHANS Sèrum;2;AC. I. LANGERHANS Titol;0;N;ICA, cèl·lules d'illot autoanticossos;AUTOIMMUNITAT;Immunofluorescència indirecta;REF;122
4144;INHIBIDOR C1 ESTERASA (ACTIVITAT) Plasma;1;INH. C1 ESTERASA (ACTV) Plasma;10634-4;N;;IMMUNOLOGIA;Substrat cromogènic;REF;122
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;1;TAURINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;2;HIDROXILISINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;3;ORNITINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;4;HISTIDINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;5;METILHISTIDINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;6;LISINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;7;ARGININA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;8;ANSERINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;9;CISTINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;10;CISTATIONINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;11;ASPARAGINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;12;GLUTAMINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;13;SERINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;14;GLICINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;15;CITRULINA sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;16;SARCOSINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;17;HIDROXIPROLINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;18;TREONINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;19;BETA-ALANINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;20;ALANINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;21;METIONINA SULFONA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;22;ÀCID GLUTÀMIC Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;23;PROLINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;24;HOMOCISTINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;25;ÀCID ALFA-AMINOBUTÍRIC Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;26;ÀCID ALFA-AMINOADÍPIC Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;27;VALINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;28;METIONINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;29;TIROSINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;30;ISOLEUCINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;31;LEUCINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;32;FENILALANINA Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;33;TRIPTÒFAN Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1867;AMINOÀCIDS PERFIL COMPLETO Sèrum;34;ÀCID ASPÀRTIC Sèrum;0;N;;BIOQUÍMICA;HPLC-EM;REF;121
1955;CLOMIPRAMINA Sèrum;1;CLOMIPRAMINA Sèrum;3491-8;N;Anafranil;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;LC-MASSES (QTRAP);120
1956;DESMETILCLOMIPRAMINA Sèrum;1;DESMETILCLOMIPRAMINA Sèrum;35621-2;N;Anafranil;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;LC-MASSES (QTRAP);120
4102;ALBÚMINA L. cefaloraquidi;1;ALBÚMINA LCR;1746-7;N;;ORINA/LÍQUIDS/SECREC.;Immunoturbidimetria;MODULAR / COBAS INTEGRA;119
7576;ID. MICOBACTERIS SISTEMA MALDI-TOF;1;Identificació micobacteris;0;N;;MICROBIOLOGIA;Sistema MALDI;MICROBIOLOGIA GENERAL;119
9538;MUTACIONS MYD88;1;Tipus de mostra MYD88;0;N;;CITOLOGIA HEMATOLÒGICA;PCR-Seqüenciació;CITO;119
9538;MUTACIONS MYD88;2;Mutacions MYD88;0;N;;CITOLOGIA HEMATOLÒGICA;PCR-Seqüenciació;CITO;119
442RF;rJug r 3 LTP (nou de noguera) IgE sèrum;1;IgE rJug r 3 LTP (nou noguera);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;119
4080;GENOTIP HFE Sang;1;HEMOCROMATOSIS C282Y;21695-2;N;Mutacions hemocromatosi tipus 1, Gen HFE;GENÈTICA;PCR;BIOL. MOLEC. GENERAL;118
4080;GENOTIP HFE Sang;2;HEMOCROMATOSIS H63D;21696-0;N;Mutacions hemocromatosi tipus 1, Gen HFE;GENÈTICA;PCR;BIOL. MOLEC. GENERAL;118
7205;CULTIU Frotis vulvar;1;CULTIU Frotis vulvar;10352-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;118
1056M;COOXIMETRIA Sang;1;HB TOTAL;718-7;N;;BIOQUÍMICA;Cooximetria;COOXIMETRO;118
1056M;COOXIMETRIA Sang;2;OXIHEMOGLOBINA;11559-2;N;;BIOQUÍMICA;Cooximetria;COOXIMETRO;118
1056M;COOXIMETRIA Sang;3;CARBOXIHEMOGLOBINA;2032-1;N;;BIOQUÍMICA;Cooximetria;COOXIMETRO;118
1056M;COOXIMETRIA Sang;4;METAHEMOGLOBINA;2614-6;N;;BIOQUÍMICA;Cooximetria;COOXIMETRO;118
1056M;COOXIMETRIA Sang;5;DESOXIHEMOGLOBINA;4536-9;N;;BIOQUÍMICA;Cooximetria;COOXIMETRO;118
7535;CONTROL BACTERIÀ Aire (sedimentació);1;C. BACTERIÀ Aire (sedim.);0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;117
7552;CONTROL FONGS Aire (sedimentació);1;C. FONGS Aire (sedim.);0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;117
4494R;COMPROVACIÓ tTGA Sèrum;1;IGA TRANSGLUTAMINASA (COMPROV);0;N;;AUTOIMMUNITAT;Enzimoimmunoassaig;PHADIA 250;117
8061;AC. HTLV I/II Sèrum;1;AC. HTLV I/II Sèrum;67815-1;N;Ac. anti virus linfotròpic T humà tipus I i II;SEROLOGIA INFECCIOSA;Enzimoimmunoassaig;EVOLIS;116
4RK3;Pistacia vera (festuc) IgE sèrum;1;IgE festuc (P. vera);7613-3;N;Pistatxo;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;116
7209;DETECCIÓ S. AGALACTIAE Frotis rectal;1;S. AGALACTIAE Frotis rectal;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;115
7526;CULTIU LEGIONEL·LA Broncoscopi;1;CULTIU LEGIONEL·LA Broncoscopi;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;115
4P01;Ascaris IgE sèrum;1;IgE Ascaris;6022-8;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;115
7514G;CULTIU LEGIONEL·LA Necròpsia;1;CULTIU LEGIONEL·LA Necròpsia;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;114
4186;AMILOIDE A Sèrum;1;AMILOIDE A Sèrum;0;N;;BIOQUÍMICA;Immunoassaig;REF;113
4G08;Poa pratensis IgE sèrum;1;IgE Poa pratensis;6153-1;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;113
4C01;Penicil·lina G IgE sèrum;1;IgE penicil·lina G;6851-0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;112
4C56;Amoxicil·lina IgE sèrum;1;IgE amoxicil·lina;6829-6;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;112
7226;CULTIU MYCOPLASMA, UREAPLASMA M. genital;1;Mycoplasma, Ureaplasma;687-4;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;111
94RE;rFel d 1 (gat) IgE sèrum;1;rFel d 1 (gat) IgE;0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;111
6001;PFA Sang;1;COL·LAGEN/EPINEFRINA;24471-5;N;PFA-100, Platelet Function Analyser, funció plaquetar;HEMOSTÀSIA;Estudi funció plaquetària per PFA;PFA;110
6001;PFA Sang;2;COL·LAGEN/ADP;24472-3;N;PFA-100, Platelet Function Analyser, funció plaquetar;HEMOSTÀSIA;Estudi funció plaquetària per PFA;PFA;110
6001;PFA Sang;3;COMENTARI;0;N;PFA-100, Platelet Function Analyser, funció plaquetar;HEMOSTÀSIA;Estudi funció plaquetària per PFA;PFA;110
8196;D. MOL. SARS-CoV2 (SCREENING) Esput;1;PCR SARS-CoV2 Screening Esput;0;N;;BIOLOGIA MOLECULAR;PCR en temps real;COVID;110
4C02;Penicil·lina V IgE sèrum;1;IgE penicil·lina V;6210-9;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;110
4RT9;Castanya IgE sèrum;1;Castanya IgE sèrum;6259-6;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;110
1911;PARACETAMOL Sèrum;1;PARACETAMOL Sèrum;3298-7;N;ACETAMINOFÈ;TOXICOLOGIA/FARMACOLOGIA;Enzimoimmunoassaig;MODULAR / COBAS INTEGRA;109
7415;CULTIU Catèter perifèric;1;CULTIU Catèter perifèric;19128-8;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;109
7582;CULTIU AEROBI (HEMO) L. sinovial;1;C. AEROBI (HEMO) L. sinovial;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;109
7690;CULTIU Micobacteris L. peritoneal medi sòlid;1;C. Micobact. L. peritoneal MS;537-1;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;109
9341;FISH 1q21(CKS1B);1;FISH 1q21(CKS1B);0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;109
9341;FISH 1q21(CKS1B);2;TIPUS DE MOSTRA CKS;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;109
4F84;Kiwi IgE sèrum;1;IgE kiwi;6154-9;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;108
2806;CAPACITACIÓ ESPERMÀTICA;1;DARRERA EJACULACIÓ PRÈVIA;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;2;HORA RECOLLIDA ESPERMA;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;3;VOLUM ESPERMA;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;4;NOMBRE ESPERMATOZOIDES;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;5;% MOBILITAT PROGRESSIVA;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;6;% ANOMALIES ESPERMÀTIQUES;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;7;VOL. RESUSPENSIÓ FINAL CAPAC.;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;8;NOMBRE ESPERMATOZ. CAPACITACIÓ;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;9;% MOBILITAT PROGRESSIVA CAPAC.;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;10;% ANOMALIES ESPERMÀT. CAPAC.;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
2806;CAPACITACIÓ ESPERMÀTICA;11;% RECUPERACIÓ ESPERMÀT. CAPAC.;0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;SEMINOGRAMES;107
7691;CULTIU Micobacteris L. peritoneal medi líquid;1;C. Micobact. L. peritoneal ML;537-1;N;;MICROBIOLOGIA;Colorimetria;MICROBIOLOGIA GENERAL;107
7825;ANTIGEN PLASMODIUM Sang;1;ANTIGEN PLASMODIUM sang;50687-3;N;;MICROBIOLOGIA;Immunocromatografia;MICROBIOLOGIA GENERAL;107
8114;D. MOLECULAR ENTEROVIRUS M. biològica;1;PCR ENTEROVIRUS M. biològica;29591-5;N;;BIOLOGIA MOLECULAR;PCR;CFX96;107
7481G;CULTIU Teixit subcutani;1;Cultiu teixit subcutani;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;107
8036;ANTIGEN VIRUS HEPATITIS DELTA Sèrum;1;ANTIGEN HEPATITIS DELTA Sèrum;44755-7;N;;SEROLOGIA INFECCIOSA;Enzimoimmunoassaig;REF;106
9278;FISH IGH split (14q32);1;T. MOSTRA/14q32/IGH;0;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;106
9278;FISH IGH split (14q32);2;HIS: 14q32/IGH;48674-6;N;;CITOLOGIA HEMATOLÒGICA;Hibridació molecular in situ;CITO;106
7456G;TINCIÓ GRAM Teixit subcutani;1;T. Gram teixit subcutani;0;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;106
3270;ÀCID VANILMANDÈLIC Orina 24 h;1;ÀCID VANILMANDÈLIC Orina 24 h;3122-9;N;àcid 4-hidroxi-3-metoximandélico, VMA;HORMONES;Cromatografia líquida alta resolució;HPLC GENERAL;105
4418;AC. ANTI-P RIBOSOMAL Sèrum;1;AC. ANTI-P RIBOSOMAL Sèrum;0;N;Anti-P ribosomal Ac;AUTOIMMUNITAT;Enzimoimmunoassaig;BIOPLEX;105
7583;CULTIU ANAEROBI (HEMO) L. sinovial;1;C. ANAEROBI (HEMO) L. sinovial;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;105
7692;TINCIÓ AURAMINA L. peritoneal;1;T. AURAMINA L. peritoneal;53910-6;N;;MICROBIOLOGIA;Tinció per fluorescència;MICROBIOLOGIA GENERAL;105
8450;AC. IGG ADENOVIRUS Sèrum;1;IGG ADENOVIRUS Sèrum;51822-5;N;;SEROLOGIA INFECCIOSA;Electroquimioluminescència;VIRCLIA;105
2563;SODI L. peritoneal (equilibri);1;SODI LP (equilibri);0;N;;ORINA/LÍQUIDS/SECREC.;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;104
8175;ARRAY VIRUS RESPIRATORIS BAL;1;VIRUS INFLUENZA A;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;2;VIRUS INFLUENZA B;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;3;VIRUS RESPIRATORI SINCITIAL A;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;4;VIRUS RESPIRATORI SINCITAL B;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;5;INFLUENZA A H1;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;6;INFLUENZA A H1 pdm09;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;7;INFLUENZA A H3;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;8;ADENOVIRUS;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;9;ENTEROVIRUS;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;10;PARAINFLUENZA 1;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;11;PARAINFLUENZA 2;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;12;PARAINFLUENZA 3;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;13;PARAINFLUENZA 4;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;14;METAPNEUMOVIRUS;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;15;BOCAVIRUS;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;16;RHINOVIRUS;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;17;CORONAVIRUS NL63;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;18;CORONAVIRUS 229E;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8175;ARRAY VIRUS RESPIRATORIS BAL;19;CORONAVIRUS OC43;0;N;;BIOLOGIA MOLECULAR;Array;CFX96;104
8280;AC. YERSINIA ENTEROCOLITICA Sèrum;1;AC.YERSINIA ENTEROCOLITICA Srm;40932-6;N;Yersinia, Y. enterocolitica;SEROLOGIA INFECCIOSA;Enzimoimmunoassaig;CHORUS;104
